time,latitude,longitude,depth,mag,country,
8/28/1964 5:06:00 PM,37.067,-116.0223,0.36,20,USA,36
11/04/1968 15:15:00,37.1305,-116.0865,0.36,200,USA,36
11/15/1968 3:45:00 PM,37.0261,-116.0333,0.36,20,USA,36
4/17/1982 6:00:00 PM,37.0168,-116.0099,0.36,20,USA,36
10/30/1951 3:00:30 PM,37.085,-116.0203,0.35,14,USA,35
10/24/1975 5:11:26 PM,37.2216,-116.1797,0.35,20,USA,35
05/02/1980 18:46:30,37.056,-116.019,0.35,20,USA,35
02/05/1981 18:00:00,37.0109,-116.0322,0.35,20,USA,35
02/02/1951 13:48:48,36.8,-115.95,0.34,8,USA,34
10/28/1951 3:20:09 PM,37.085,-116.02,0.34,3.5,USA,34
4/15/1952 5:29:57 PM,37.0842,-116.0194,0.34,1,USA,34
5/27/1966 8:00:00 PM,37.1784,-116.0978,0.34,22,USA,34
9/24/1968 5:05:00 PM,37.2048,-116.2064,0.34,20,USA,34
4/21/1970 2:30:00 PM,37.0549,-115.9881,0.34,12.7,USA,34
6/20/1979 3:00:13 PM,37.1076,-116.0151,0.34,20,USA,34
5/22/1980 1:00:00 PM,37.0031,-116.0314,0.34,20,USA,34
07/10/1981 14:00:00,37.1286,-116.0338,0.34,20,USA,34
12/16/1981 9:05:00 PM,37.1145,-116.1229,0.34,20,USA,34
05/06/1982 20:00:00,37.1168,-116.1269,0.34,20,USA,34
1/28/1951 1:52:04 PM,36.8,-115.95,0.33,8,USA,33
02/01/1951 13:46:40,36.8,-115.95,0.33,1,USA,33
02/08/1963 18:30:00,37.0583,-116.0293,0.33,20,USA,33
1/21/1966 6:28:00 PM,37.0317,-116.0158,0.33,20,USA,33
3/18/1966 7:00:00 PM,37.0093,-116.0091,0.33,20,USA,33
6/15/1966 5:00:00 PM,37.0097,-116.2024,0.33,20,USA,33
8/18/1967 8:12:30 PM,37.0122,-116.0365,0.33,20,USA,33
12/15/1967 3:00:00 PM,37.0367,-116.002,0.33,20,USA,33
09/12/1968 14:00:00,37.0318,-116.0116,0.33,20,USA,33
12/14/1971 9:09:59 PM,37.1239,-116.0896,0.33,200,USA,33
4/19/1972 4:32:00 PM,37.1219,-116.0838,0.33,20,USA,33
11/26/1975 3:30:00 PM,37.1173,-116.0189,0.33,20,USA,33
12/21/1976 3:09:00 PM,37.1239,-116.0675,0.33,20,USA,33
1/24/1979 6:00:00 PM,37.1054,-116.0117,0.33,20,USA,33
1/27/1951 1:44:51 PM,36.8,-115.95,0.32,1,USA,32
05/01/1952 16:29:59,37.0842,-116.0203,0.32,19,USA,32
10/27/1962 3:00:00 PM,37.1493,-116.0535,0.32,20,USA,32
4/23/1965 9:44:00 PM,37.0174,-115.9953,0.32,20,USA,32
08/06/1965 17:23:30,37.0177,-116.0398,0.32,20,USA,32
6/25/1966 5:13:00 PM,37.1553,-116.0722,0.32,25,USA,32
5/17/1972 2:10:00 PM,37.1206,-116.0879,0.32,20,USA,32
11/23/1976 3:15:00 PM,37.1717,-116.0527,0.32,20,USA,32
2/13/1978 9:53:00 PM,37.1261,-116.0317,0.32,20,USA,32
6/24/1980 3:10:00 PM,37.0233,-116.0341,0.32,20,USA,32
11/14/1980 4:50:00 PM,37.111,-116.0187,0.32,20,USA,32
4/30/1981 2:35:00 PM,37.1773,-116.0848,0.32,20,USA,32
5/29/1981 4:00:00 PM,37.1019,-116.0041,0.32,20,USA,32
6/28/1962 5:00:00 PM,37.0091,-116.2011,0.31,20,USA,31
05/05/1966 14:00:00,37.0506,-116.0379,0.31,12,USA,31
6/29/1967 11:25:00 AM,37.0286,-116.0226,0.31,10,USA,31
11/20/1968 6:00:00 PM,37.0098,-116.2064,0.31,20,USA,31
10/29/1969 8:00:00 PM,37.1353,-116.1359,0.31,66.8,USA,31
6/26/1970 1:00:00 PM,37.1139,-116.0861,0.31,40,USA,31
12/07/1962 19:00:00,37.0518,-116.0293,0.3,20,England,30
01/09/1962 16:30:00,37.0446,-116.0351,0.3,5.1,USA,30
2/23/1962 6:00:00 PM,37.1289,-116.0483,0.3,11.9,USA,30
02/08/1963 16:00:00,37.1489,-116.0519,0.3,20,USA,30
03/01/1963 19:00:00,37.0445,-116.0265,0.3,20,USA,30
08/12/1963 23:45:00,37.0417,-116.0156,0.3,20,USA,30
11/22/1963 5:30:00 PM,37.1193,-116.0452,0.3,200,USA,30
2/16/1965 5:30:00 PM,37.0516,-116.0238,0.3,10.1,USA,30
4/21/1965 10:00:00 PM,37.0072,-116.2021,0.3,20,USA,30
09/01/1965 20:08:00,37.023,-116.009,0.3,40,USA,30
4/25/1966 6:38:00 PM,36.8874,-115.9407,0.3,20,USA,30
2/23/1967 6:34:00 PM,37.0175,-116.0159,0.3,20,USA,30
6/22/1967 1:10:00 PM,37.1256,-116.0287,0.3,20,USA,30
10/25/1967 2:30:00 PM,37.0316,-116.0264,0.3,20,USA,30
10/03/1968 14:29:00,37.0259,-115.9928,0.3,20,USA,30
3/20/1969 6:12:00 PM,37.022,-116.0302,0.3,20,USA,30
06/12/1969 14:00:00,37.0088,-116.0303,0.3,20,USA,30
1/30/1970 5:00:00 PM,37.0308,-116.0348,0.3,20,USA,30
3/19/1970 2:03:30 PM,37.0011,-116.0229,0.3,20,USA,30
6/16/1971 2:50:00 PM,37.0332,-116.0137,0.3,20,USA,30
9/26/1972 2:30:00 PM,37.1214,-116.0857,0.3,15,USA,30
09/04/1981 15:00:00,37.0581,-116.0481,0.3,20,USA,30
2/15/1962 6:00:00 PM,37.2263,-116.0593,0.29,5.7,USA,29
5/14/1965 2:57:52 PM,36.8234,-115.9668,0.29,0.75,USA,29
03/06/1970 15:00:00,37.1396,-116.0368,0.29,60,USA,29
8/27/1981 2:31:00 PM,37.1604,-116.0665,0.29,20,USA,29
6/16/1982 2:00:01 PM,37.1142,-116.0166,0.29,20,USA,29
3/29/1963 3:49:00 PM,37.0417,-116.0184,0.28,20,USA,28
5/21/1965 1:08:52 PM,37.1186,-116.0277,0.28,20,USA,28
12/18/1970 3:30:00 PM,37.1731,-116.0989,0.28,10,USA,28
11/28/1973 3:30:00 PM,37.011,-116.0245,0.28,20,USA,28
7/17/1964 5:18:30 PM,37.0176,-116.0296,0.27,20,England,27
05/09/1963 18:19:30,37.0494,-116.0156,0.27,20,USA,27
02/03/1966 18:17:37,37.1263,-116.0695,0.27,20,USA,27
03/02/1967 15:00:00,37.1659,-116.0487,0.27,20,USA,27
04/07/1967 15:00:00,37.0544,-116.0222,0.27,20,USA,27
1/23/1970 4:30:00 PM,37.1374,-116.0368,0.27,60,USA,27
05/01/1970 14:40:00,37.133,-116.0341,0.27,40,USA,27
05/12/1970 14:00:00,37.0104,-116.2019,0.27,20,USA,27
07/01/1971 14:00:00,37.0115,-116.2034,0.27,20,USA,27
03/08/1980 15:35:00,37.1799,-116.0831,0.27,20,USA,27
10/29/1958 12:00:00 AM,37.1947,-116.2047,0.26,0.055,USA,26
10/10/1961 18:00:00,37.1943,-116.207,0.26,20,USA,26
1/18/1962 6:00:00 PM,37.0473,-116.0344,0.26,6.4,USA,26
03/08/1962 18:00:00,37.1222,-116.0489,0.26,8.4,USA,26
04/05/1962 18:00:00,37.0445,-116.0235,0.26,10.6,USA,26
05/07/1962 19:33:00,37.0466,-116.025,0.26,20,USA,26
06/06/1962 17:00:00,37.0457,-116.0393,0.26,20,USA,26
6/21/1962 5:00:00 PM,37.0431,-116.0303,0.26,20,USA,26
02/08/1963 18:30:00,37.0461,-116.0211,0.26,20,USA,26
10/11/1963 14:00:00,37.0373,-116.0212,0.26,20,USA,26
11/14/1963 4:00:00 PM,37.0395,-116.0184,0.26,20,USA,26
12/04/1963 16:38:30,37.0396,-116.0294,0.26,40,USA,26
1/23/1964 4:00:00 PM,37.1264,-116.0363,0.26,10.5,USA,26
4/29/1964 8:47:00 PM,37.0396,-116.0266,0.26,20,USA,26
06/11/1964 16:45:00,37.1486,-116.076,0.26,20,USA,26
6/30/1964 1:33:00 PM,37.1744,-116.0564,0.26,20,USA,26
09/04/1964 18:15:00,37.0176,-116.0227,0.26,20,USA,26
10/16/1964 3:59:30 PM,37.0395,-116.0157,0.26,40,USA,26
12/16/1965 3:39:18 PM,37.1408,-116.0632,0.26,20,USA,26
09/12/1966 15:30:01,36.8769,-115.9506,0.26,7.8,USA,26
02/08/1967 15:15:00,37.1675,-116.0471,0.26,20,USA,26
3/25/1968 6:44:27 PM,36.8717,-115.9311,0.26,20,USA,26
09/12/1969 18:02:20,36.8772,-115.9285,0.26,20,USA,26
10/29/1969 7:30:00 PM,37.1215,-116.1278,0.26,11,USA,26
11/24/1971 8:15:00 PM,36.8792,-115.9347,0.26,20,USA,26
10/16/1958 6:00:00 AM,37.1842,-116.2011,0.25,5,USA,25
10/30/1958 3:00:00 PM,37.1858,-116.2019,0.25,22,USA,25
12/22/1961 4:30:00 PM,37.1949,-116.2083,0.25,0.15,USA,25
8/23/1963 1:20:00 PM,37.125,-116.0354,0.25,40,USA,25
05/12/1966 19:37:26,37.1343,-116.0711,0.25,20,USA,25
1/18/1968 4:30:00 PM,37.1456,-116.0657,0.25,7.4,USA,25
1/15/1969 7:00:00 PM,37.1479,-116.0657,0.25,10,USA,25
04/01/1952 17:00:08,36.7983,-115.9356,0.24,1,USA,24
9/19/1957 5:00:00 PM,37.1958,-116.2031,0.24,1.7,USA,24
02/09/1962 16:30:00,37.0436,-116.0389,0.24,7.1,USA,24
3/15/1962 4:30:00 PM,37.044,-116.031,0.24,20,USA,24
9/20/1962 5:10:00 PM,37.0551,-116.0293,0.24,20,USA,24
10/19/1962 6:00:00 PM,37.0395,-116.0211,0.24,12.5,USA,24
11/15/1962 4:30:00 PM,37.0418,-116.0239,0.24,20,USA,24
04/05/1963 17:52:00,37.0373,-116.0239,0.24,20,USA,24
5/17/1963 2:55:00 PM,37.0439,-116.0156,0.24,20,USA,24
06/05/1963 17:00:00,37.1966,-116.2092,0.24,3.1,USA,24
5/15/1964 4:15:00 PM,37.0417,-116.0122,0.24,20,USA,24
11/12/1965 18:00:00,37.05,-116.0221,0.24,20,USA,24
11/11/1966 12:00:00,37.1344,-116.0498,0.24,20,USA,24
12/13/1966 9:00:00 PM,36.8773,-115.9379,0.24,20,USA,24
4/21/1967 3:09:00 PM,37.0193,-116.0374,0.24,20,USA,24
8/27/1968 4:30:00 PM,36.8772,-115.9311,0.24,20,USA,24
8/27/1969 1:45:00 PM,37.0215,-116.0381,0.24,20,USA,24
5/21/1970 2:00:00 PM,37.0289,-115.9919,0.24,20,USA,24
2/18/1955 7:59:59 PM,37.0867,-116.0219,0.23,1,USA,23
3/29/1955 5:59:55 PM,37.0867,-116.0578,0.23,3,USA,23
8/30/1957 12:40:00 PM,37.0867,-116.0236,0.23,4.7,USA,23
09/08/1957 13:00:00,37.0867,-116.0236,0.23,1,USA,23
04/06/1962 18:00:00,37.1177,-116.044,0.23,20,USA,23
8/24/1962 3:00:00 PM,37.1186,-116.0395,0.23,20,USA,23
11/27/1962 6:00:00 PM,37.1228,-116.029,0.23,20,USA,23
12/04/1962 16:00:00,37.1281,-116.05,0.23,20,USA,23
12/12/1962 18:45:00,37.0461,-116.0156,0.23,20,USA,23
2/21/1963 7:47:00 PM,37.1203,-116.0457,0.23,20,USA,23
04/11/1963 16:03:00,37.1567,-116.071,0.23,20,USA,23
6/25/1963 11:00:00 PM,37.1314,-116.0681,0.23,20,USA,23
8/15/1963 1:00:00 PM,37.1541,-116.0766,0.23,20,USA,23
9/13/1963 1:53:00 PM,37.1634,-116.0806,0.23,20,USA,23
02/04/1965 15:30:00,37.1308,-116.0616,0.23,20,USA,23
04/06/1966 13:57:17,37.1395,-116.1409,0.23,20,USA,23
04/07/1966 22:27:30,37.0174,-115.9922,0.23,20,USA,23
9/29/1966 2:45:30 PM,37.1687,-116.0461,0.23,20,USA,23
11/29/1979 3:00:00 PM,36.994,-116.0241,0.23,20,USA,23
4/27/1962 6:00:00 PM,37.1184,-116.0378,0.22,20,USA,22
5/19/1962 3:00:00 PM,37.1226,-116.0472,0.22,4.5,USA,22
9/14/1962 5:10:00 PM,37.0439,-116.0211,0.22,20,USA,22
12/05/1964 21:15:00,37.1343,-116.0697,0.22,19,USA,22
1/14/1965 4:00:00 PM,37.119,-116.0248,0.22,20,USA,22
02/12/1965 15:10:30,37.1645,-116.0766,0.22,0.33,USA,22
9/17/1965 3:08:23 PM,37.111,-116.0346,0.22,20,USA,22
4/27/1967 2:45:00 PM,37.1388,-116.0632,0.22,20,USA,22
4/23/1968 5:01:30 PM,37.3377,-116.3756,0.22,20,USA,22
6/16/1956 1:13:53 AM,11.5467,162.3608,0.21,1.7,USA,21
6/24/1957 1:30:00 PM,37.7981,-115.9289,0.21,37,USA,21
8/31/1957 12:30:00 PM,37.1872,-116.0678,0.21,44,USA,21
2/19/1962 5:50:00 PM,37.1274,-116.0371,0.21,20,USA,21
8/24/1962 5:00:00 PM,37.0461,-116.0238,0.21,20,USA,21
9/29/1962 5:00:00 PM,37.1167,-116.0328,0.21,20,USA,21
5/29/1963 3:03:30 PM,37.1281,-116.0425,0.21,20,USA,21
6/25/1964 1:30:00 PM,37.1111,-116.0288,0.21,20,USA,21
11/18/1966 3:02:00 PM,37.0428,-116.0103,0.21,20,USA,21
3/14/1968 3:19:00 PM,37.0477,-116.0108,0.21,1.5,USA,21
12/14/1979 6:00:00 PM,37.1374,-116.0631,0.21,20,USA,21
9/24/1981 3:00:00 PM,37.0085,-116.0238,0.21,20,USA,21
05/11/1962 20:02:06,31.245,-124.2117,0.2,20,USA,20
6/13/1962 9:00:00 PM,37.2222,-116.1621,0.2,2.9,USA,20
6/14/1963 2:10:00 PM,37.0461,-116.0184,0.2,20,USA,20
4/14/1964 2:40:00 PM,37.1289,-116.0298,0.2,20,USA,20
03/07/1966 18:41:00,37.0374,-116.0294,0.2,40,USA,20
05/04/1966 13:32:17,37.1371,-116.1371,0.2,20,USA,20
08/10/1966 13:16:00,37.1687,-116.0477,0.2,20,USA,20
11/05/1966 14:45:00,37.1699,-116.0472,0.2,20,USA,20
09/08/1979 17:02:00,37.155,-116.0382,0.2,20,USA,20
2/25/1981 3:00:01 PM,37.1819,-116.0842,0.2,20,USA,20
7/16/1981 3:00:00 PM,37.0887,-116.0194,0.2,20,USA,20
08/05/1981 13:41:00,37.1537,-116.0351,0.2,20,USA,20
6/24/1982 2:15:00 PM,37.2362,-116.3702,0.2,150,USA,20
08/05/1982 14:00:00,37.0842,-116.0065,0.2,138,USA,20
10/29/1961 6:30:00 PM,37.0486,-116.0311,0.19,20,USA,19
3/28/1962 6:00:00 PM,37.1243,-116.0339,0.19,3.4,USA,19
4/14/1962 6:00:00 PM,37.222,-116.1574,0.19,1.85,USA,19
4/21/1962 6:40:00 PM,37.119,-116.0315,0.19,20,USA,19
5/25/1962 3:00:00 PM,37.1248,-116.052,0.19,20,USA,19
07/06/1962 17:00:00,37.177,-116.0454,0.19,104,USA,19
6/16/1965 4:30:00 PM,36.8181,-115.9561,0.19,20,USA,19
12/13/1961 6:00:00 PM,37.1266,-116.0488,0.18,0.5,USA,18
02/08/1962 18:00:00,37.1273,-116.0527,0.18,3.07,USA,18
10/12/1962 15:00:00,37.1228,-116.0508,0.18,20,USA,18
4/24/1963 4:09:30 PM,37.1206,-116.0363,0.18,20,USA,18
12/16/1964 8:00:00 PM,37.0348,-116.0123,0.18,1.3,USA,18
2/18/1965 4:18:47 PM,36.818,-115.9492,0.18,20,USA,18
05/07/1965 15:47:11,37.1404,-116.0666,0.18,7,USA,18
06/11/1965 19:45:00,37.0428,-116.017,0.18,1.3,USA,18
1/13/1966 3:37:43 PM,37.1162,-116.0275,0.18,20,USA,18
9/21/1967 8:45:00 PM,37.166,-116.0384,0.18,2.2,USA,18
8/27/1984 6:00:00 AM,67.75,33,0.18,3.4,Russia,18
05/10/1962 15:00:00,37.1276,-116.0483,0.17,20,USA,17
11/09/1962 18:00:00,37.1638,-116.0733,0.17,20,USA,17
11/15/1963 3:00:00 PM,37.1323,-116.0469,0.17,20,USA,17
8/19/1964 4:00:00 PM,37.159,-116.0831,0.17,4.4,USA,17
8/27/1965 1:51:13 PM,37.1373,-116.0701,0.17,20,USA,17
9/29/1982 1:30:00 PM,37.0913,-116.0449,0.17,150,USA,17
10/06/1967 06:59:57,57.7,65.2,0.17,0.3,Russia,17
6/30/1946 9:01:00 PM,11,165,0.16,21,USA,16
5/25/1953 3:30:00 PM,36.7931,-115.9147,0.16,15,USA,16
06/01/1962 17:00:00,37.0456,-116.0345,0.16,20,USA,16
09/06/1962 17:00:00,37.1303,-116.0447,0.16,20,USA,16
2/21/1963 7:47:09 PM,37.1548,-116.0799,0.16,20,USA,16
12/12/1963 16:02:00,37.131,-116.0439,0.16,5.3,USA,16
5/14/1964 2:40:00 PM,37.1173,-116.0389,0.16,20,USA,16
11/13/1969 3:15:00 PM,37.1646,-116.0748,0.16,1.7,USA,16
4/22/1966 2:58:00 AM,47.829,47.935,0.16,1.1,Russia,16
03/07/1955 13:20:00,37.1383,-116.1175,0.15,43,USA,15
3/22/1955 1:05:00 PM,37.0947,-116.0239,0.15,8,USA,15
3/29/1955 12:55:00 PM,37.0956,-116.1028,0.15,14,USA,15
05/05/1955 12:10:00,36.0531,-116.1025,0.15,29,USA,15
5/15/1955 12:00:00 PM,37.0947,-116.0239,0.15,28,USA,15
5/28/1957 11:55:00 AM,37.0947,-116.0236,0.15,12,USA,15
06/05/1957 11:45:00,37.1347,-116.0408,0.15,5.00E-04,USA,15
6/18/1957 11:45:00 AM,37.1347,-116.0408,0.15,10,USA,15
7/15/1957 11:30:00 AM,37.1503,-116.1086,0.15,17,USA,15
7/24/1957 11:50:00 AM,37.0833,-116.1,0.15,10,USA,15
7/25/1957 1:30:00 PM,37.1347,-116.0408,0.15,9.7,USA,15
8/18/1957 12:00:00 PM,37.128,-116.1064,0.15,17,USA,15
09/02/1957 12:40:00,37.0531,-116.1025,0.15,11,USA,15
09/06/1957 12:45:00,37.1347,-116.0408,0.15,0.197,USA,15
9/14/1957 4:45:00 PM,37.0336,-116.0314,0.15,11,USA,15
9/23/1957 12:30:00 PM,37.1383,-116.1175,0.15,19,USA,15
10/07/1957 13:00:00,37.1347,-116.0408,0.15,8,USA,15
9/19/1958 2:00:00 PM,37.0867,-116.0236,0.15,0.083,USA,15
10/16/1958 2:20:00 PM,37.0867,-116.0236,0.15,0.037,USA,15
10/22/1958 11:40:00 PM,37.1347,-116.0408,0.15,0.188,USA,15
7/26/1957 8:00:00 AM,37.0518,-116.0334,0.15,20,USA,15
8/27/1957 10:35:00 PM,37.0491,-116.034,0.15,20,USA,15
5/16/1958 1:30:00 AM,11.3447,162.1789,0.15,9,USA,15
09/12/1958 20:00:00,37.05,-116.0319,0.15,0.038,USA,15
9/17/1958 7:30:00 PM,37.0494,-116.033,0.15,0.015,USA,15
9/21/1958 7:00:00 PM,37.0492,-116.0336,0.15,0.0015,USA,15
9/26/1958 8:00:00 PM,37.0497,-116.0297,0.15,0.002,USA,15
10/05/1958 16:15:00,37.0489,-116.0342,0.15,0.0055,USA,15
2/19/1962 4:30:00 PM,37.0491,-116.0295,0.15,1.9,USA,15
04/12/1962 18:00:00,37.1272,-116.0449,0.15,20,USA,15
6/30/1962 9:30:00 PM,37.1174,-116.0474,0.15,20,USA,15
7/27/1962 9:00:00 PM,37.1297,-116.0565,0.15,20,USA,15
10/11/1963 14:00:00,37.1187,-116.0339,0.15,20,USA,15
4/15/1964 2:30:00 PM,37.0439,-116.0184,0.15,20,USA,15
12/16/1964 8:10:00 PM,37.1778,-116.067,0.15,2.7,USA,15
3/24/1966 2:55:28 PM,37.1133,-116.0314,0.15,20,USA,15
7/28/1966 3:33:30 PM,37.1403,-116.0989,0.15,20,USA,15
3/31/1962 6:00:00 PM,37.0469,-116.0369,0.14,20,USA,14
9/23/1982 5:00:00 PM,37.1748,-116.0878,0.14,150,USA,14
3/15/1963 4:22:53 PM,37.1258,-116.0448,0.13,20,USA,13
06/06/1963 14:00:00,37.045,-116.0364,0.13,20,USA,13
3/23/1971 6:59:58 AM,61.4,56.2,0.13,45,Russia,13
09/04/1972 07:00:00,67.75,33.1,0.13,2.1,Russia,13
4/15/1955 7:15:00 PM,36.7981,-115.9289,0.12,22,USA,12
7/29/1982 8:05:00 PM,37.1023,-116.075,0.12,150,USA,12
9/23/1982 4:00:00 PM,37.212,-116.2068,0.12,20,USA,12
10/05/1958 14:10:00,37.0867,-116.0236,0.11,0.077,USA,11
5/18/1974 2:34:55 AM,27.095,71.752,0.11,12,India,11
3/13/1964 4:02:00 PM,37.0505,-116.0115,0.11,20,USA,11
6/17/1965 5:00:00 PM,37.2234,-116.057,0.11,20,USA,11
12/08/1968 16:00:00,37.3434,-116.5659,0.11,30,USA,11
10/08/1958 22:00:00,37.1953,-116.2003,0.1,0.072,USA,10
9/16/1961 7:45:00 PM,37.0484,-116.0328,0.1,20,USA,10
10/01/1961 22:30:00,37.0483,-116.0345,0.1,20,USA,10
10/02/1974 01:00:01,66.1,112.65,0.1,1.7,Russia,10
04/07/1951 17:33:58,11.5558,162.3544,0.09,81,USA,9
4/20/1951 5:27:00 PM,11.6689,162.2403,0.09,47,USA,9
05/07/1952 12:14:59,37.0531,-116.1056,0.09,12,USA,9
5/25/1952 12:00:00 PM,37.0956,-116.1056,0.09,11,USA,9
06/01/1952 11:55:00,37.0481,-116.0211,0.09,15,USA,9
06/05/1952 11:55:00,37.1386,-116.1178,0.09,14,USA,9
3/17/1953 1:20:00 PM,37.0478,-116.0211,0.09,16,USA,9
3/24/1953 1:10:00 PM,37.0956,-116.1028,0.09,24,USA,9
3/31/1953 1:00:00 PM,37.0828,-116.0239,0.09,0.2,USA,9
4/18/1953 12:35:00 PM,37.1383,-116.1178,0.09,23,USA,9
4/25/1953 12:30:00 PM,37.0531,-116.1028,0.09,43,USA,9
5/19/1953 12:04:59 PM,37.0403,-116.0253,0.09,32,USA,9
2/22/1955 1:45:00 PM,37.0478,-116.0211,0.09,2,USA,9
03/01/1955 13:30:00,37.1255,-116.0475,0.09,7,USA,9
03/12/1955 13:20:00,37.0403,-116.0253,0.09,4,USA,9
04/09/1955 12:30:00,37.1222,-116.0344,0.09,2,USA,9
5/30/1956 6:15:29 PM,11.5444,162.3644,0.09,14.9,USA,9
06/02/1957 11:55:00,37.0478,-116.0211,0.09,0.14,USA,9
06/06/1963 16:58:00,37.1247,-116.04,0.09,20,USA,9
4/14/1965 1:14:00 PM,37.2804,-116.5236,0.09,4.3,USA,9
12/06/1957 20:15:00,37.0499,-116.0309,0.08,20,USA,8
12/07/1974 05:59:59,49.9,77.65,0.08,1.7,Russia,8
03/06/1962 16:30:00,37.0484,-116.0337,0.07,20,USA,7
10/12/1962 17:00:00,37.0488,-116.0326,0.07,20,USA,7
04/10/1963 16:01:30,37.0488,-116.0303,0.07,20,USA,7
5/17/1963 2:55:00 PM,37.0483,-116.0324,0.07,20,USA,7
08/11/1982 15:00:00,37.1898,-116.0477,0.07,20,USA,7
09/02/1982 14:00:00,37.0197,-116.0157,0.07,20,USA,7
4/14/1948 6:16:59 PM,11,162,0.06,37,USA,6
4/30/1948 6:08:59 PM,11,162,0.06,49,USA,6
5/14/1948 6:04:00 PM,11,162,0.06,18,USA,6
05/08/1951 20:30:01,11.6269,162.3147,0.06,225,USA,6
5/24/1951 5:16:59 PM,11.673,162.2486,0.06,45.5,USA,6
06/11/1956 18:26:00,11.5511,162.3586,0.06,8,USA,6
2/24/1962 4:30:00 PM,37.0483,-116.0319,0.06,20,USA,6
10/18/1962 3:00:00 PM,37.1285,-116.0402,0.06,20,USA,6
12/14/1962 6:00:00 PM,37.1242,-116.04,0.06,20,USA,6
02/08/1963 16:00:01,37.126,-116.0387,0.06,20,USA,6
2/15/1963 5:00:00 PM,37.049,-116.0318,0.06,20,USA,6
4/24/1963 4:09:30 PM,37.1205,-116.0362,0.06,20,USA,6
06/08/1958 18:15:00,11.3808,162.2192,0.05,8,USA,5
1/26/1968 4:00:00 PM,37.2809,-116.5144,0.05,2.3,USA,5
10/23/1961 10:30:48 AM,70.7,54.56,0.05,12500,Russia,5
7/16/1945 11:29:21 AM,33.6753,-106.4747,0.03,21,USA,3
10/22/1951 2:00:00 PM,37.0839,-116.0239,0.03,0.1,USA,3
04/11/1953 12:45:00,37.0989,-116.0925,0.03,0.2,USA,3
10/10/1958 14:30:00,37.0947,-116.0236,0.03,0.079,USA,3
10/14/1958 6:00:00 PM,37.1939,-116.1997,0.03,0.115,USA,3
03/05/1962 18:15:00,37.1111,-116.3649,0.03,0.43,USA,3
12/18/1964 7:35:00 PM,37.0825,-116.3425,0.03,0.092,USA,3
10/10/1957 00:00:00,70.7,54.56,0.03,10,Russia,3
10/15/1958 4:00:00 PM,36.8022,-115.9322,0.02,0.0012,USA,2
10/18/1958 2:25:00 PM,37.0411,-116.0258,0.02,0.09,USA,2
10/20/1958 2:30:00 PM,37.0447,-116.0297,0.02,0,USA,2
10/24/1958 3:00:00 PM,37.0431,-116.0269,0.02,0.021,USA,2
3/23/1955 8:30:00 PM,37.1683,-116.0439,0.02,1,USA,2
10/31/1952 7:14:59 PM,11.2372,162.1964,0.01,10400,USA,1
10/26/1958 4:00:00 AM,37.1814,-116.0686,0.01,7.00E-04,USA,1
10/29/1958 2:45:00 PM,37.0478,-116.0247,0.01,0.0078,USA,1
10/30/1958 8:34:00 PM,37.1772,-116.0692,0.01,2.00E-04,USA,1
11/29/1951 8:00:00 PM,37.1697,-116.0425,0.01,1.2,USA,1
9/21/1955 12:00:00 AM,70.7,54.56,0.01,3.5,Russia,1
10/16/1964 7:00:00 AM,41.5,88.5,0.001,20,China,0.1
5/14/1965 2:00:00 AM,41.5,88.5,0.001,20,China,0.1
05/09/1966 08:00:00,41.5,88.5,0.001,200,China,0.1
10/27/1966 1:10:00 AM,41.5,88.5,0.001,0,China,0.1
12/28/1966 4:00:00 AM,41.5,88.5,0.001,0,China,0.1
12/24/1967 4:00:00 AM,41.5,88.5,0.001,0,China,0.1
12/27/1968 7:30:00 AM,41.5,88.5,0.001,0,China,0.1
11/18/1971 6:00:00 AM,41.5,88.5,0.001,20,China,0.1
01/07/1972 07:00:00,41.5,88.5,0.001,0,China,0.1
3/18/1972 6:00:00 AM,41.5,88.5,0.001,0,China,0.1
1/23/1976 6:00:00 AM,41.5,88.5,0.001,0,China,0.1
9/26/1976 6:00:00 AM,41.5,88.5,0.001,0,China,0.1
9/17/1977 7:00:00 AM,41.5,88.5,0.001,0,China,0.1
3/15/1978 5:00:00 AM,41.5,88.5,0.001,0,China,0.1
12/14/1978 12:00:00 AM,41.5,88.5,0.001,0,China,0.1
9/13/1979 12:00:00 AM,41.5,88.5,0.001,0,China,0.1
10/05/1982 00:00:00,41.5,88.5,0.001,0,China,0.1
10/06/1983 10:00:00,41.54,88.72,0.001,0,China,0.1
10/03/1984 06:00:00,41.57,88.73,0.001,0,China,0.1
10/05/1993 01:59:57,41.667,88.695,0.001,0,China,0.1
06/10/1994 06:25:58,41.53,88.71,0.001,0,China,0.1
10/07/1994 03:25:58,41.66,88.75,0.001,0,China,0.1
5/15/1995 4:05:58 AM,41.6,88.82,0.001,0,China,0.1
8/17/1995 12:59:58 AM,41.56,88.8,0.001,0,China,0.1
06/08/1996 02:55:58,41.66,88.69,0.001,0,China,0.1
7/29/1996 1:48:58 AM,41.82,88.42,0.001,0,China,0.1
2/13/1960 7:04:00 AM,27,0,0.001,0,France,0.1
04/01/1960 06:17:00,27,0,0.001,0,France,0.1
12/27/1960 7:30:00 AM,27,0,0.001,0,France,0.1
4/25/1961 6:00:00 AM,27,0,0.001,0,France,0.1
11/07/1961 11:30:00,24.0571,5.0521,0.001,0,France,0.1
