latitude,longitude,mag
26.15,128.23,4.30
-34.04,-72.33,4.50
31.72,-104.57,3.00
-24.72,-179.97,4.40
69.62,-145.28,2.50
-10.26,153.19,4.40
-5.66,153.09,4.50
38.32,-113.10,2.52
36.60,27.03,4.10
38.17,-117.95,2.60
-6.54,143.11,4.40
63.67,-170.77,2.60
36.83,-121.57,2.97
51.18,-172.50,4.00
18.01,-66.78,2.79
-21.35,-71.35,4.20
-19.75,-68.95,4.20
-16.61,-174.91,4.20
-5.34,153.73,4.30
17.96,-67.00,3.08
30.61,99.70,4.20
45.86,16.05,3.00
21.42,146.12,4.40
19.21,-155.41,2.82
17.54,147.33,4.20
31.66,-104.36,2.50
43.77,-105.33,3.50
17.57,147.39,5.00
55.52,-159.75,3.40
-0.38,127.29,4.20
23.78,121.53,3.00
12.28,147.28,4.60
-24.13,-179.68,4.50
44.33,-105.52,2.80
1.68,127.35,4.40
29.62,50.50,4.30
36.34,138.53,4.80
51.93,178.28,3.80
-29.75,-178.40,4.30
14.20,-92.95,4.60
13.81,144.47,4.10
-3.88,139.91,4.40
56.39,-149.50,2.70
13.49,-90.00,4.40
-18.15,-178.32,4.40
40.31,-124.50,2.66
17.94,-67.00,2.75
19.09,-154.24,3.20
-31.58,179.60,4.20
44.31,-115.06,2.70
-31.57,-177.54,4.60
17.95,-67.00,3.17
17.95,-67.00,3.56
-20.29,-177.79,4.20
54.48,-159.76,2.60
-25.02,179.80,4.50
-28.75,-176.71,4.70
40.19,-123.60,4.03
31.65,-104.56,2.50
29.55,50.53,4.10
9.54,125.85,4.70
36.44,25.51,4.10
-6.11,148.84,4.00
54.44,-159.76,2.60
60.18,-151.92,2.70
-5.99,104.97,4.30
34.05,-117.21,2.69
52.67,178.44,3.10
49.69,155.74,4.10
19.19,-64.79,3.59
58.28,-156.03,2.80
52.64,-168.73,3.20
36.40,27.14,4.60
37.55,-118.78,2.87
17.95,-66.98,3.29
-12.61,-76.74,4.90
51.19,-178.25,2.80
-4.11,125.12,4.10
18.01,-66.83,3.47
39.51,-122.02,2.81
25.79,123.68,4.00
39.52,-122.02,3.82
21.31,146.62,4.30
60.46,-152.01,2.60
-42.21,-83.90,5.30
0.07,96.59,4.20
-6.17,130.25,4.70
52.15,178.56,3.10
54.31,-160.72,2.70
52.60,-168.06,2.80
18.67,145.57,3.70
-10.39,161.45,4.30
-60.26,-27.58,4.90
0.18,96.56,6.10
6.89,123.59,4.80
18.88,-67.25,3.30
-49.05,108.97,4.90
-4.80,153.13,4.20
47.78,16.19,3.90
34.97,-97.69,3.47
29.82,50.68,4.30
54.50,-163.26,2.90
44.59,-115.21,3.60
56.49,-148.44,2.80
-17.56,-70.71,4.20
61.36,-150.03,3.10
-16.69,-177.91,4.40
-6.64,150.45,4.40
61.90,-149.99,2.70
49.92,-114.96,2.62
18.95,-66.40,2.94
38.76,-122.72,3.98
57.90,-137.99,2.60
54.04,-159.59,4.00
37.67,141.68,4.30
-0.53,-77.57,4.20
-4.65,146.65,4.30
-18.60,-179.31,4.00
-33.94,-72.35,4.40
44.31,-115.19,2.50
-33.98,-72.36,4.20
-33.97,-72.37,4.20
51.52,-175.27,2.60
-33.96,-72.35,5.00
36.49,71.33,4.40
-23.64,179.42,4.40
-6.98,156.60,4.10
53.81,-164.22,3.20
56.17,-156.57,2.70
-1.06,147.00,4.50
-0.98,146.81,4.90
-21.27,-68.85,4.40
-33.97,-72.37,5.10
17.94,-66.91,2.93
43.68,146.46,4.30
31.67,-104.38,2.90
17.83,-65.66,3.17
-15.88,-69.73,4.40
52.69,-174.72,3.90
0.73,126.29,4.80
-7.73,127.74,5.20
15.74,120.06,4.10
51.89,-174.21,2.90
51.10,-178.88,2.70
44.40,147.33,4.30
29.64,50.31,4.00
-33.98,-72.41,5.20
1.55,-85.31,5.30
38.07,141.50,4.90
-33.97,-72.41,5.10
63.19,-150.80,2.50
29.82,50.38,4.20
38.83,-122.80,2.75
29.61,50.41,4.20
-41.20,-90.37,4.50
-21.12,168.64,4.60
-17.76,-70.55,4.50
-6.78,126.94,4.10
40.44,-124.71,2.65
16.38,-93.88,4.50
29.76,50.46,4.40
29.77,50.57,4.30
61.78,-26.79,4.40
29.71,50.64,4.70
-25.45,-176.75,4.90
29.78,50.48,4.40
32.86,-101.00,3.10
53.91,-166.67,2.60
-4.81,129.66,4.20
-7.16,129.39,4.80
44.19,-105.39,3.20
51.96,-171.99,3.10
55.30,-158.26,2.50
1.81,127.48,4.50
3.58,122.73,4.20
-5.42,129.10,4.60
68.69,-147.36,2.70
55.30,-158.25,2.70
-30.40,-177.73,4.40
-30.04,-177.32,4.50
-30.22,-177.16,5.20
36.38,27.15,4.20
29.69,50.34,4.00
-22.18,-179.56,4.50
61.86,-26.74,4.20
61.84,-26.86,4.40
61.83,-26.74,4.90
-12.58,-76.33,4.50
-23.00,-176.33,4.90
-22.73,-66.43,4.50
23.86,121.53,5.80
23.79,121.56,5.50
-12.20,168.06,4.20
22.51,94.20,5.10
19.47,-155.65,2.51
58.26,-137.86,3.10
-28.40,-177.16,4.40
1.69,126.40,4.70
58.20,-137.93,3.00
58.18,-137.97,3.00
56.10,-149.59,3.10
29.89,50.60,4.40
50.83,142.61,4.20
29.84,50.53,4.50
41.96,67.15,4.30
-19.41,169.45,4.70
52.71,-163.51,2.50
51.42,-178.22,3.60
29.72,50.41,4.50
29.53,50.37,4.20
29.80,50.57,4.50
-62.36,-58.36,4.90
46.25,152.04,4.50
29.75,50.68,5.80
-22.07,-68.72,4.20
-15.88,-72.20,4.10
38.15,-117.87,2.90
31.66,-104.30,2.80
-4.28,141.70,4.50
21.38,146.15,4.30
54.92,-160.39,2.50
-62.37,-58.32,4.50
-37.33,179.86,4.90
-35.66,-104.32,4.40
14.40,146.82,4.50
-62.35,-58.52,5.10
13.25,50.43,4.70
59.76,-152.51,2.50
52.05,-172.03,2.90
65.58,-134.78,2.70
54.49,-159.95,2.70
12.07,143.90,4.70
50.29,155.68,4.60
31.65,-104.31,3.10
38.25,141.88,5.60
38.35,141.95,5.60
-16.85,-72.37,4.70
17.97,-66.83,2.56
52.05,-171.43,2.80
-2.85,139.36,4.40
54.17,-162.43,2.70
-21.75,-68.71,4.10
12.50,146.73,4.40
57.10,-155.45,2.80
-7.07,150.61,4.50
57.95,-153.67,2.50
36.35,27.11,4.40
35.24,22.48,4.10
51.36,-170.84,2.70
68.98,-146.43,2.80
51.09,-175.97,3.80
17.95,-66.82,2.71
31.66,-104.30,3.10
36.33,27.07,4.10
-15.45,-173.19,4.80
42.29,41.63,4.10
35.63,140.49,4.30
43.79,-105.48,3.20
40.11,-123.04,2.85
-20.48,-178.38,4.30
36.66,-116.27,2.60
20.14,-156.18,2.60
36.41,27.10,5.00
21.33,145.66,4.50
40.12,-123.04,2.71
18.19,-68.17,3.71
54.24,160.38,5.00
52.23,-172.44,2.50
52.15,-171.16,2.70
17.58,-94.70,4.50
52.09,-170.30,2.50
-15.08,-178.96,4.40
45.82,-106.61,2.90
-18.74,-71.35,4.20
-29.92,-177.85,4.50
-5.56,154.49,4.80
18.23,-67.80,3.16
-30.99,-178.47,4.60
54.45,-159.89,2.50
-4.80,133.85,4.50
56.03,-154.43,3.20
31.45,21.29,4.00
-34.93,179.17,4.20
36.66,-116.27,3.50
18.01,-66.83,2.64
54.20,-159.67,4.10
-7.53,127.98,4.40
21.41,145.69,4.40
25.94,126.92,4.10
4.26,127.30,4.10
54.31,-159.75,2.80
54.51,-159.78,2.70
54.44,-159.73,2.60
17.96,-66.86,2.52
6.78,-73.07,4.30
-27.19,-175.92,4.40
52.61,-174.24,3.60
54.38,-159.69,3.50
18.88,-64.51,3.48
54.44,-159.79,3.20
54.40,-159.91,2.60
19.37,-65.22,3.55
-2.63,138.97,4.10
51.52,-175.72,2.80
19.04,-67.76,3.14
-5.11,129.48,4.30
19.47,-155.65,3.23
17.97,-66.98,2.54
53.15,-162.10,2.80
-30.46,-72.07,4.90
11.77,-87.09,4.30
32.65,-109.15,2.70
-21.00,170.14,4.50
60.58,-147.89,2.70
70.86,129.03,4.70
21.49,145.95,5.10
5.14,95.46,5.00
31.66,-104.30,3.00
-15.02,-178.33,4.20
18.00,-66.83,2.62
-5.44,146.79,4.30
50.92,-179.15,3.00
-44.76,167.13,4.40
-28.43,-176.48,5.10
3.58,126.73,5.40
43.95,-105.62,2.70
-30.41,-177.77,5.00
-29.96,-177.85,4.30
-62.25,-58.11,4.90
55.97,-149.91,2.90
52.60,-166.83,3.00
-20.04,-177.98,4.40
-28.71,-176.71,4.50
47.47,-92.62,2.90
-21.72,-179.35,5.40
23.92,122.07,4.50
11.96,143.75,4.20
24.12,123.50,4.40
51.72,-176.37,2.50
-5.57,129.60,4.50
52.35,-171.04,3.00
-7.03,129.60,4.40
4.80,125.47,4.50
38.31,142.07,4.50
52.15,179.58,3.70
-5.61,153.54,4.20
38.77,-122.72,2.74
-16.50,-177.19,4.30
-5.28,152.37,4.20
-30.84,-71.42,4.40
39.55,118.60,4.40
1.94,126.45,4.30
23.24,121.50,4.50
-29.97,-176.82,4.60
-30.22,-177.07,4.40
55.12,-179.56,3.30
59.16,-138.24,2.90
31.60,-104.21,2.60
27.70,139.99,4.10
51.46,-177.05,2.70
40.40,-124.45,3.54
-10.24,116.98,5.40
-10.48,117.01,4.10
-11.34,117.90,4.10
51.92,-174.77,3.10
-27.55,-176.58,4.60
-19.49,-69.40,4.40
32.60,-93.98,3.20
17.92,147.20,5.00
46.14,152.91,4.70
-5.40,153.75,4.10
36.48,-117.52,2.61
-6.21,130.57,4.20
32.48,78.75,4.60
31.16,-103.05,3.10
54.70,-160.64,3.20
17.98,-66.99,2.77
42.32,140.61,4.40
44.75,149.32,4.10
18.40,145.77,4.30
63.17,-149.39,2.70
-29.53,-176.98,4.40
15.67,-98.60,4.30
-8.66,-79.90,4.90
14.76,-94.19,4.60
35.68,-117.54,3.06
18.92,-68.72,3.18
51.24,100.40,4.60
-26.49,-179.87,4.30
38.07,-118.26,2.50
62.01,-150.99,2.60
19.20,-155.51,2.64
34.98,-97.68,3.26
38.83,-122.81,2.55
-27.63,-176.61,4.40
52.69,-166.63,2.60
-29.15,-176.93,4.50
41.57,142.08,4.30
-22.31,-69.88,4.00
-18.00,-177.81,4.20
-10.42,117.04,5.40
16.13,-99.17,4.00
68.25,-18.37,4.40
55.14,-158.08,2.90
18.00,-66.78,2.74
53.58,171.58,5.30
-24.35,-175.66,4.70
40.28,-124.46,2.54
2.89,128.73,4.20
36.96,-98.09,3.02
13.11,143.30,4.10
63.52,-147.37,2.80
32.63,-94.05,2.50
-17.32,-175.00,4.30
12.43,141.59,5.00
-4.04,151.77,4.40
42.48,16.07,4.60
-28.52,-177.45,4.20
39.24,26.09,4.50
-15.08,-179.04,4.20
-3.03,-75.59,4.40
-18.05,-177.85,4.40
-14.43,167.14,4.50
-17.01,-177.75,4.40
53.84,-163.35,2.60
-11.36,122.35,4.30
13.96,147.48,4.50
35.85,-101.00,2.70
-7.36,126.82,4.20
35.85,-101.01,4.30
39.51,143.28,4.20
18.05,-66.88,2.57
-5.27,151.53,4.20
4.08,128.26,4.40
-29.37,-177.96,4.50
-16.35,-174.75,4.10
24.86,122.03,4.40
17.92,-66.83,2.78
10.88,91.53,4.10
10.15,126.49,4.20
21.89,121.65,4.30
22.28,121.61,4.30
-24.34,180.00,4.20
17.96,-66.87,3.13
-18.63,-174.54,4.90
31.72,-104.53,2.70
18.51,-103.33,4.30
-22.83,170.64,4.30
12.69,-87.97,4.60
54.42,-159.32,2.90
18.65,-102.03,4.10
9.89,126.37,4.20
19.22,-67.18,3.51
10.04,126.34,4.90
0.20,96.64,5.60
-6.23,130.33,4.30
38.09,142.56,4.30
36.31,70.51,4.30
5.07,127.15,4.10
68.34,-18.14,4.30
23.48,123.77,4.70
-13.13,167.24,4.30
57.14,-155.09,2.70
36.52,70.84,4.10
12.11,143.30,4.70
17.95,-66.83,2.66
-7.08,106.03,5.00
55.39,-158.27,2.60
59.63,-153.07,3.40
52.00,-175.25,3.00
10.01,126.13,4.30
12.02,143.48,4.60
-20.06,-69.95,3.60
29.37,129.28,4.40
17.97,-66.83,2.58
-24.21,-179.94,4.40
40.40,-124.62,2.61
1.86,-100.96,5.70
17.94,-66.90,2.99
41.55,141.94,4.40
47.56,-70.23,2.50
-21.19,-68.71,4.30
53.46,-165.24,2.50
6.00,-77.64,4.30
1.17,30.38,4.60
31.59,-104.24,3.00
18.99,-67.15,3.67
-21.35,-66.81,4.00
53.69,160.98,4.50
-0.13,125.21,5.10
7.20,-72.94,4.10
34.52,70.13,4.10
17.94,-66.80,2.63
-37.77,179.85,4.10
65.24,-133.17,3.90
33.81,-116.09,2.61
-29.10,-176.36,4.70
33.81,-116.09,3.54
39.91,20.07,2.90
40.63,-109.52,3.00
36.53,27.06,5.30
56.06,-157.51,2.50
-17.84,-178.05,4.60
17.99,-66.89,2.84
13.87,120.68,4.80
5.87,126.76,5.00
-23.01,-175.52,4.60
1.67,126.41,4.40
2.33,-79.16,4.70
-5.94,130.26,4.00
-6.26,128.58,4.20
0.61,126.11,5.20
44.45,-115.22,3.00
56.93,-149.83,2.70
56.09,-161.44,2.70
36.36,-97.36,2.62
37.57,-118.82,2.76
11.21,125.84,4.30
36.51,137.77,4.30
25.76,-45.04,4.60
43.57,-107.37,3.90
13.98,-91.26,4.10
17.99,-66.76,2.87
18.02,-66.74,3.06
30.33,70.52,4.20
-57.71,-24.43,4.80
-62.23,-58.18,4.60
40.18,72.26,4.50
44.13,-115.06,2.50
23.92,102.32,4.10
44.11,-115.11,2.80
44.13,-115.06,2.50
44.13,-115.08,2.90
17.96,-66.83,2.51
-18.06,-177.89,4.30
-18.93,176.22,4.50
33.68,135.27,4.40
-7.53,128.38,4.50
56.24,-156.56,2.60
0.10,-17.39,5.00
-4.91,103.81,4.40
36.49,70.86,4.60
58.85,-154.63,2.70
18.90,-66.70,3.04
36.12,68.05,4.40
29.34,129.45,4.60
1.31,126.94,4.10
29.25,129.50,4.60
56.79,-156.39,2.70
52.35,-173.86,3.60
-6.42,146.29,4.20
-10.01,151.33,4.60
-17.66,-178.79,4.10
-22.74,172.17,5.20
-62.75,-160.88,4.50
-62.61,-161.08,4.40
-1.03,-22.19,4.60
18.67,-67.58,3.61
36.30,-98.18,2.62
-62.67,-161.30,4.60
-18.72,65.22,5.20
-22.65,-66.49,4.50
43.70,-105.23,3.60
57.93,-155.58,2.90
-28.62,-177.57,4.40
43.60,-105.27,3.20
-5.10,120.56,4.30
31.68,-104.39,2.70
12.33,143.66,4.60
55.03,-35.04,4.50
9.87,125.47,4.20
56.37,-34.60,4.40
44.26,-115.19,2.50
32.60,22.97,4.10
44.65,147.16,4.20
12.58,143.42,4.40
29.33,129.50,5.20
-23.34,171.62,4.90
-4.74,139.60,4.50
31.67,-104.50,2.50
-30.18,-177.24,4.50
56.90,-154.99,3.50
-20.63,-178.23,4.20
17.81,-68.09,3.35
31.73,-104.59,3.10
-30.58,-177.83,5.20
18.96,-64.76,3.58
19.26,-67.37,3.46
33.80,15.89,4.20
-28.87,-176.50,4.80
22.70,142.91,5.20
2.78,128.60,5.10
18.02,-66.82,2.50
-5.21,104.89,4.90
-50.35,112.38,4.90
17.94,-66.97,2.68
-17.99,-178.35,4.40
38.83,-122.81,2.63
-56.44,-26.77,4.40
-15.93,-72.47,4.30
-13.00,166.79,4.60
-6.17,151.91,4.70
-21.16,-177.77,4.60
54.41,-159.76,3.10
-5.11,101.07,4.50
36.14,140.09,4.70
18.01,147.15,5.10
14.97,-92.49,4.50
14.67,-93.83,4.40
17.98,147.02,4.70
54.42,-159.88,2.50
18.00,147.02,4.70
-29.97,-177.52,4.60
24.71,122.44,4.30
18.75,-102.93,4.70
-21.19,-67.97,4.50
-30.30,-177.12,4.40
-24.86,-68.15,4.50
-31.66,-69.62,4.90
-29.87,-176.98,5.00
53.00,-168.84,2.90
55.37,-134.98,2.60
40.84,34.75,4.10
52.34,158.47,4.60
60.37,-28.80,4.40
9.35,-69.70,4.40
-18.05,-178.21,4.10
-6.27,154.81,4.50
54.24,-159.61,2.60
17.96,-66.82,2.73
29.33,129.42,4.60
29.39,129.31,4.80
-36.42,53.41,4.70
56.29,-149.26,2.80
56.16,-149.27,2.90
29.26,129.46,4.40
18.31,145.56,4.10
17.85,-66.87,2.53
-6.27,104.60,5.00
29.37,129.36,4.60
35.78,-117.60,3.13
-20.73,-177.73,4.30
-28.58,-177.38,4.10
8.57,58.89,4.40
17.61,145.15,4.20
31.68,-104.39,2.60
54.69,-158.19,2.90
54.36,-159.63,4.40
55.73,-157.89,2.60
17.94,-66.90,2.95
43.22,145.44,4.20
24.33,126.33,4.70
18.89,-67.61,3.16
19.22,-155.44,3.13
51.57,-175.35,2.60
8.30,58.34,4.50
15.83,-93.91,3.90
-28.99,-176.48,4.70
19.69,-156.64,2.78
54.89,-164.73,2.70
51.09,-178.17,3.50
-9.23,-71.34,4.10
60.00,-150.28,2.70
28.34,-103.39,3.20
55.68,-149.29,3.00
39.29,-106.78,2.80
-5.69,153.09,4.40
11.03,-86.40,4.60
-5.66,153.12,4.90
60.06,-152.87,2.50
53.26,-167.07,2.90
38.25,20.62,4.20
19.25,-155.40,2.96
36.30,-114.28,2.70
-8.36,112.47,5.10
-29.45,-176.66,4.40
-24.15,-67.04,4.20
-17.12,-71.32,4.00
29.23,129.37,4.60
38.31,20.71,4.50
52.37,-167.88,3.10
28.34,67.27,4.30
66.34,-157.27,3.20
54.36,-161.31,2.50
29.33,129.47,4.70
29.35,129.34,4.60
52.35,-173.25,3.40
45.82,149.71,4.70
35.73,-121.63,2.55
52.14,-170.36,3.40
31.68,90.64,4.70
29.25,129.54,4.70
-31.47,-179.85,4.90
29.20,129.64,4.20
44.23,-115.07,2.60
29.28,129.49,4.20
-39.41,-73.14,4.40
29.18,-97.60,2.70
-7.19,122.33,4.40
-37.46,-179.82,4.30
-37.39,-179.86,4.40
-9.84,159.76,4.60
60.59,-151.71,2.50
28.06,66.61,4.10
-23.40,-179.35,4.60
-37.48,-179.79,4.80
-11.60,165.06,4.30
-29.64,-177.03,4.40
-3.43,145.85,4.50
38.52,-122.58,3.26
29.35,129.29,4.40
56.29,-148.77,3.30
-3.60,145.78,4.20
32.77,-115.44,3.44
29.33,129.44,4.90
-3.23,145.82,4.10
-8.83,112.38,4.00
60.03,-149.21,2.60
-3.47,145.74,4.60
37.58,-121.68,2.93
-3.44,145.73,6.00
53.23,170.83,3.60
17.97,-66.87,2.76
-41.49,174.53,3.70
-3.43,145.85,4.40
-23.20,172.20,4.20
19.06,-64.84,3.46
4.13,124.64,6.10
-17.49,167.91,4.60
44.10,-115.09,2.50
-30.03,-177.61,4.60
-37.96,-73.72,4.80
51.39,-172.66,2.70
-6.14,147.97,4.20
47.46,-121.60,2.80
29.30,129.53,5.10
48.95,-125.22,3.10
-37.93,-73.71,4.50
-62.40,-58.34,5.60
-8.57,112.51,6.00
29.14,129.85,5.10
29.18,-97.61,3.40
29.19,129.61,4.30
29.30,129.37,4.30
22.64,121.45,4.40
-20.07,169.25,5.10
34.15,-116.45,3.00
54.08,-159.72,2.70
32.12,-102.16,2.60
29.32,129.38,4.40
-23.35,171.68,4.80
54.49,-159.88,2.70
-15.66,-172.29,4.50
18.01,-66.79,2.59
54.56,-159.71,3.40
29.29,129.41,5.20
31.67,-104.37,2.50
-37.00,179.81,4.50
-37.48,179.98,4.10
52.90,-169.39,3.60
-8.11,117.28,4.10
31.62,-104.53,2.50
19.44,-155.34,2.68
19.42,-155.32,2.75
45.80,26.63,4.50
-20.33,169.76,4.10
51.62,-176.63,3.30
-23.40,171.68,4.50
-23.46,171.70,4.70
2.38,128.47,4.50
43.72,147.61,4.40
51.50,-179.90,3.30
37.84,141.75,4.30
-17.38,167.81,4.60
18.01,-66.75,2.92
4.80,96.13,4.30
54.58,-159.90,2.70
36.25,-106.79,3.30
51.62,-177.49,2.90
6.64,125.55,4.80
54.52,-159.78,2.70
-23.26,171.77,5.10
-22.12,-179.51,4.70
54.42,-161.41,2.70
-18.08,-178.23,4.20
-17.66,-178.71,4.70
53.31,-160.66,2.70
-39.43,46.23,4.40
58.05,-155.42,2.50
-4.87,153.34,4.50
10.17,141.63,4.70
-29.36,-177.06,4.90
-23.38,-179.57,4.50
39.99,141.63,4.30
-28.53,-176.90,4.50
3.07,96.37,4.20
69.12,-144.72,2.50
-29.69,-69.75,4.30
31.68,-104.30,2.50
-7.62,127.55,4.40
18.31,-68.31,3.37
41.33,-116.17,3.40
5.33,126.12,4.10
-39.50,174.93,4.10
58.73,-153.68,2.50
32.78,-115.43,2.75
32.78,-115.44,2.87
6.04,60.56,4.30
32.78,-115.44,2.84
58.73,-153.68,2.50
-28.51,-177.06,4.30
62.42,-148.26,2.50
40.29,-124.58,2.90
-33.87,-70.26,4.60
9.89,-84.08,3.30
57.14,-155.04,2.60
33.93,-116.79,3.11
54.43,-159.90,3.00
51.32,-176.94,2.50
-6.33,151.61,4.70
18.36,-68.50,3.90
35.71,140.45,4.40
35.65,-117.55,3.62
-16.86,167.81,4.40
51.16,-174.27,2.60
49.98,-114.97,2.76
-28.34,-177.20,4.30
35.15,-95.29,2.53
-15.83,168.22,4.40
51.10,-174.31,2.70
1.27,124.08,4.20
29.18,-97.61,2.90
3.78,95.78,4.40
-28.49,-176.93,4.80
63.20,-148.58,5.50
57.80,-156.48,3.10
31.69,-104.38,3.20
-56.02,-27.04,4.70
5.52,127.24,4.20
36.79,-117.43,2.58
-28.73,-176.45,4.60
36.34,27.13,4.20
52.89,-173.40,4.20
25.90,126.99,4.10
19.33,-155.15,2.97
60.74,-150.54,2.50
60.18,-153.30,2.60
38.17,-117.84,2.50
-29.70,-175.76,4.30
54.55,-163.29,2.60
-27.54,-178.13,4.50
-28.78,-176.60,4.60
68.23,127.46,4.00
33.82,-116.99,2.79
50.12,178.73,3.30
17.91,-66.89,2.75
-34.73,-107.67,5.40
-18.24,-178.03,4.40
50.99,-178.01,2.60
54.31,-159.59,2.90
-7.55,-74.63,4.30
54.42,-159.76,2.90
-19.60,-172.61,4.40
38.17,-117.94,2.80
54.31,-159.79,2.90
54.48,-159.70,3.30
17.95,-66.99,2.88
20.43,-156.07,2.74
37.78,-112.94,3.02
2.91,122.36,5.00
-24.02,179.91,4.50
-20.29,-178.31,4.20
-24.49,-179.84,4.30
54.90,162.91,4.40
32.78,-115.44,2.65
32.78,-115.43,3.73
52.57,-174.67,3.90
17.18,-46.44,4.50
32.78,-115.44,3.20
-19.61,65.57,4.40
51.62,-175.06,3.60
-6.03,149.42,4.10
52.40,-169.55,3.90
2.87,126.68,4.30
32.79,-115.44,2.86
-6.43,104.70,4.60
2.83,126.47,4.60
28.08,-43.99,4.50
-7.10,129.10,4.20
18.32,-100.79,4.50
-18.51,169.49,5.20
-29.03,-176.32,5.10
3.79,128.40,4.30
36.46,27.16,4.50
-6.55,129.82,4.60
-23.74,179.24,4.20
-36.39,-70.94,4.60
52.11,-174.17,2.50
52.28,-173.23,3.20
-28.62,-176.51,4.30
36.44,27.12,4.00
52.29,-173.12,3.10
52.23,-173.12,3.90
56.23,-149.76,2.90
36.43,27.10,4.20
-28.71,-176.44,4.60
-28.56,-176.72,4.60
-23.35,-66.90,3.80
-10.74,-78.13,4.20
-28.39,-176.88,4.50
45.12,-106.89,3.10
35.09,-116.96,2.91
-28.68,-176.70,4.30
36.76,-120.70,3.31
-28.84,-176.64,5.00
54.14,-159.52,2.50
-29.20,-176.48,4.50
14.91,119.35,4.50
-28.86,-176.44,5.20
-28.75,-176.59,4.60
-29.12,-176.99,4.60
-16.23,-70.52,4.40
52.53,-169.15,4.80
24.88,128.02,4.10
43.55,-105.05,3.00
-28.66,-176.49,4.60
-28.82,-176.46,5.70
-18.52,-177.68,4.10
44.03,-105.38,3.00
0.48,126.62,4.20
47.50,-92.72,3.20
44.38,-115.18,2.90
35.06,-96.32,3.61
51.82,-174.25,2.60
60.03,-152.96,2.50
1.00,98.33,4.20
17.46,-94.72,4.30
59.99,-153.39,2.50
-29.27,-176.46,4.50
50.92,-173.88,2.80
23.93,122.26,4.10
-29.01,-176.70,4.70
35.61,-117.41,3.64
55.14,-157.36,2.90
-28.97,-176.40,5.10
56.93,-156.46,2.50
-29.01,-176.25,4.40
-22.52,171.69,4.30
23.84,121.47,4.30
40.86,-117.22,3.20
-29.01,-176.69,4.80
38.79,-122.80,2.85
56.65,-150.09,2.50
-29.56,-177.07,4.30
-5.77,127.88,4.00
-29.00,-176.74,4.30
63.31,-150.49,2.80
-28.33,-175.98,4.10
-28.97,-176.58,4.40
-28.90,-176.10,4.20
37.02,-104.98,2.50
-28.38,-176.34,4.30
-29.03,-176.75,4.30
-28.77,-176.38,4.10
13.11,-81.33,4.40
-31.82,-67.73,4.30
-28.81,-176.70,5.40
-28.72,-176.48,4.40
-28.46,-176.74,4.10
-28.53,-176.38,4.40
-29.02,-176.69,5.10
33.46,141.09,4.40
59.54,-152.82,2.80
-29.05,-176.61,6.10
35.38,-97.92,3.16
44.21,-129.30,3.20
35.18,-111.61,3.30
-24.07,-66.77,4.00
36.31,27.19,4.60
59.87,-153.47,3.20
56.00,-149.79,3.00
-31.40,-177.86,4.50
-6.02,151.09,4.10
51.88,-173.20,4.20
-3.66,153.97,5.60
44.30,-115.13,3.20
54.27,-159.64,3.30
11.56,144.03,4.40
-3.43,141.14,4.10
19.22,-155.38,2.67
18.00,-67.06,2.53
-23.34,-66.60,4.20
53.03,-161.04,2.80
-31.08,-71.82,4.30
41.52,19.51,4.10
51.69,-175.66,2.50
-29.99,-176.92,4.60
54.51,-159.74,2.90
19.87,-155.81,2.64
50.36,-174.42,2.70
31.95,93.06,4.30
31.96,92.96,4.70
31.87,92.91,5.00
12.16,-87.29,4.20
17.91,-66.94,2.50
54.60,-159.73,3.10
-6.32,130.04,4.10
38.06,142.31,4.20
5.91,126.55,5.10
-5.65,-80.86,4.80
41.51,-112.87,3.46
51.53,-179.66,2.70
3.63,-83.08,4.70
-3.49,138.59,4.60
-24.05,-64.05,4.50
35.21,59.18,4.40
55.46,-162.86,2.60
43.06,145.61,4.60
51.64,-173.84,2.80
55.02,-158.46,2.80
54.58,-159.64,2.60
-29.71,-177.19,4.80
-17.32,-178.51,4.40
47.89,145.88,4.10
35.66,45.99,5.20
-29.85,-178.13,4.80
-20.04,-177.96,4.10
54.38,-159.93,2.50
39.16,-99.20,2.70
-57.15,-25.02,4.50
-11.15,161.95,4.20
13.61,-90.66,4.10
54.39,-159.84,2.50
-29.70,-177.19,4.70
53.37,-165.72,3.10
-29.72,-176.71,5.30
-24.07,-66.97,4.30
-29.80,-177.17,4.40
-29.04,-176.89,4.20
40.99,143.23,4.10
51.55,-176.25,4.40
45.21,16.28,4.70
-29.54,-177.05,4.60
-29.44,-176.71,4.30
37.24,-114.55,2.90
13.09,143.42,4.60
-29.44,-176.91,5.70
-18.21,-178.01,4.40
51.71,177.94,3.50
-28.96,-176.61,5.20
19.34,-155.14,2.81
35.37,-97.92,2.66
-31.42,-68.11,4.60
-7.59,128.55,4.20
18.44,-73.54,4.20
-21.09,-68.97,3.90
0.17,121.71,4.40
34.57,24.10,4.00
10.25,126.42,4.50
-17.90,-178.55,4.30
-3.79,-102.99,4.40
-3.66,-103.02,4.50
-7.27,125.95,4.20
4.26,96.10,4.00
56.65,-149.18,2.70
-16.70,-174.01,4.60
-24.19,-66.96,4.00
-45.39,96.18,4.60
21.99,94.30,4.00
-62.29,-58.22,4.40
30.95,-103.21,2.50
26.82,88.78,3.90
-29.54,-176.96,4.40
40.30,-125.16,2.88
17.94,-66.85,2.55
-8.13,-74.30,4.40
58.47,-137.20,3.10
57.62,-154.88,2.90
