time,latitude,longitude,depth,mag,country
10/22/1958 12:00:00 AM,37,-116,10,0,USA
10/27/1958 12:00:00 AM,37,-116,10,6.00E-04,USA
10/29/1958 12:00:00 AM,37,-116,10,0,USA
10/30/1958 12:00:00 AM,37,-116,10,0,USA
4/25/1962 12:00:00 AM,2,-157,10,190,USA
4/27/1962 12:00:00 AM,2,-157,10,410,USA
05/02/1962 00:00:00,2,-157,10,1090,USA
05/04/1962 00:00:00,2,-157,10,670,USA
05/06/1962 00:00:00,4.8333,-149.4167,10,0,USA
05/08/1962 00:00:00,2,-157,10,100,USA
05/09/1962 00:00:00,2,-157,10,100,USA
05/11/1962 00:00:00,2,-157,10,50,USA
05/12/1962 00:00:00,2,-157,10,500,USA
5/14/1962 12:00:00 AM,2,-157,10,97,USA
5/19/1962 12:00:00 AM,2,-157,10,73,USA
5/25/1962 12:00:00 AM,2,-157,10,2.6,USA
5/27/1962 12:00:00 AM,2,-157,10,43,USA
06/08/1962 00:00:00,2,-157,10,782,USA
06/09/1962 00:00:00,2,-157,10,210,USA
06/10/1962 00:00:00,2,-157,10,3000,USA
06/12/1962 00:00:00,2,-157,10,1200,USA
6/15/1962 12:00:00 AM,2,-157,10,800,USA
6/17/1962 12:00:00 AM,2,-157,10,52,USA
6/19/1962 12:00:00 AM,2,-157,10,2.2,USA
6/22/1962 12:00:00 AM,2,-157,10,81.5,USA
6/27/1962 12:00:00 AM,2,-157,10,7650,USA
6/30/1962 12:00:00 AM,2,-157,10,1270,USA
07/07/1962 00:00:00,37,-116,10,20,USA
07/09/1962 00:00:00,17,-169,10,1400,USA
07/10/1962 00:00:00,2,-157,10,1000,USA
07/11/1962 00:00:00,2,-157,10,3880,USA
07/11/1962 16:45:00,37.1224,-116.333,10,0.5,USA
7/14/1962 12:00:00 AM,37,-116,10,20,USA
7/17/1962 12:00:00 AM,37,-116,10,20,USA
10/02/1962 00:00:00,17,-169,10,75,USA
10/06/1962 00:00:00,17,-169,10,11.3,USA
10/18/1962 12:00:00 AM,17,-169,10,1590,USA
10/20/1962 12:00:00 AM,17,-169,10,20,USA
10/26/1962 12:00:00 AM,17,-169,10,1000,USA
10/27/1962 12:00:00 AM,17,-169,10,800,USA
10/30/1962 12:00:00 AM,17,-169,10,8300,USA
11/01/1962 00:00:00,17,-169,10,1000,USA
11/04/1962 00:00:00,17,-169,10,20,USA
5/15/1963 12:00:00 AM,37,-115,10,0,USA
5/25/1963 12:00:00 AM,37,-115,10,0,USA
5/31/1963 12:00:00 AM,37,-115,10,0,USA
06/09/1963 00:00:00,37,-115,10,0,USA
9/27/1963 12:00:00 AM,37,-116,10,20,USA
9/27/1963 12:00:00 AM,37,-116,10,20,USA
10/17/1963 12:00:00 AM,37,-116,10,20,USA
12/20/1963 12:00:00 AM,37,-116,10,20,USA
1/30/1964 12:00:00 AM,37,-116,10,20,USA
02/12/1964 00:00:00,37,-116,10,20,USA
2/13/1964 12:00:00 AM,37,-116,10,20,USA
2/18/1964 12:00:00 AM,37,-116,10,20,USA
2/18/1964 12:00:00 AM,37,-116,10,20,USA
03/12/1964 00:00:00,37,-116,10,20,USA
4/17/1964 12:00:00 AM,37,-116,10,20,USA
05/07/1964 00:00:00,37,-116,10,20,USA
06/12/1964 00:00:00,37,-116,10,20,USA
6/18/1964 12:00:00 AM,37,-116,10,20,USA
7/23/1964 12:00:00 AM,37,-116,10,20,USA
7/24/1964 12:00:00 AM,37,-116,10,20,USA
8/27/1964 12:00:00 AM,37,-116,10,20,USA
09/11/1964 00:00:00,37,-116,10,20,USA
10/23/1964 12:00:00 AM,37,-116,10,20,USA
12/16/1964 12:00:00 AM,37,-116,10,40,USA
1/29/1965 12:00:00 AM,37,-116,10,20,USA
2/19/1965 12:00:00 AM,37,-116,10,20,USA
3/20/1965 12:00:00 AM,37,-116,10,20,USA
4/22/1965 12:00:00 AM,37,-116,10,20,USA
06/11/1965 00:00:00,37,-116,10,20,USA
7/16/1965 12:00:00 AM,37,-116,10,20,USA
7/22/1965 12:00:00 AM,37,-116,10,20,USA
8/21/1965 12:00:00 AM,37,-116,10,20,USA
11/23/1965 12:00:00 AM,37,-116,10,20,USA
1/18/1966 12:00:00 AM,37,-116,10,20,USA
